"Plot Title: 20733885"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20733885, SEN S/N: 20733885)","Intensity, Lux (LGR S/N: 20733885, SEN S/N: 20733885)"
172,11/28/19 09:00:00 PM,0.453,0.0
173,11/28/19 10:00:00 PM,0.453,0.0
174,11/28/19 11:00:00 PM,0.453,0.0
175,11/29/19 12:00:00 AM,0.453,0.0
176,11/29/19 01:00:00 AM,0.453,0.0
177,11/29/19 02:00:00 AM,0.453,0.0
178,11/29/19 03:00:00 AM,0.453,0.0
179,11/29/19 04:00:00 AM,0.453,0.0
180,11/29/19 05:00:00 AM,0.453,0.0
181,11/29/19 06:00:00 AM,0.343,0.0
182,11/29/19 07:00:00 AM,0.453,0.0
183,11/29/19 08:00:00 AM,0.453,21.5
184,11/29/19 09:00:00 AM,0.453,64.6
185,11/29/19 10:00:00 AM,0.453,279.9
186,11/29/19 11:00:00 AM,0.453,226.0
187,11/29/19 12:00:00 PM,0.453,161.5
188,11/29/19 01:00:00 PM,0.453,258.3
189,11/29/19 02:00:00 PM,0.453,430.6
190,11/29/19 03:00:00 PM,0.453,129.2
191,11/29/19 04:00:00 PM,0.453,21.5
192,11/29/19 05:00:00 PM,0.453,0.0
193,11/29/19 06:00:00 PM,0.453,0.0
194,11/29/19 07:00:00 PM,0.453,0.0
195,11/29/19 08:00:00 PM,0.453,0.0
196,11/29/19 09:00:00 PM,0.453,0.0
197,11/29/19 10:00:00 PM,0.453,0.0
198,11/29/19 11:00:00 PM,0.453,0.0
199,11/30/19 12:00:00 AM,0.453,0.0
200,11/30/19 01:00:00 AM,0.453,0.0
201,11/30/19 02:00:00 AM,0.453,0.0
202,11/30/19 03:00:00 AM,0.453,0.0
203,11/30/19 04:00:00 AM,0.563,0.0
204,11/30/19 05:00:00 AM,0.453,0.0
205,11/30/19 06:00:00 AM,0.563,0.0
206,11/30/19 07:00:00 AM,0.453,0.0
207,11/30/19 08:00:00 AM,0.563,0.0
208,11/30/19 09:00:00 AM,0.563,21.5
209,11/30/19 10:00:00 AM,0.453,21.5
210,11/30/19 11:00:00 AM,0.343,43.1
211,11/30/19 12:00:00 PM,0.563,10.8
212,11/30/19 01:00:00 PM,0.563,32.3
213,11/30/19 02:00:00 PM,0.453,10.8
214,11/30/19 03:00:00 PM,0.453,0.0
215,11/30/19 04:00:00 PM,0.453,0.0
216,11/30/19 05:00:00 PM,0.563,0.0
217,11/30/19 06:00:00 PM,0.563,0.0
218,11/30/19 07:00:00 PM,0.343,0.0
219,11/30/19 08:00:00 PM,0.343,0.0
220,11/30/19 09:00:00 PM,0.453,0.0
221,11/30/19 10:00:00 PM,0.343,0.0
222,11/30/19 11:00:00 PM,0.453,0.0
223,12/01/19 12:00:00 AM,0.453,0.0
224,12/01/19 01:00:00 AM,0.453,0.0
225,12/01/19 02:00:00 AM,0.453,0.0
226,12/01/19 03:00:00 AM,0.453,0.0
227,12/01/19 04:00:00 AM,0.563,0.0
228,12/01/19 05:00:00 AM,0.453,0.0
229,12/01/19 06:00:00 AM,0.563,0.0
230,12/01/19 07:00:00 AM,0.563,0.0
231,12/01/19 08:00:00 AM,0.563,0.0
232,12/01/19 09:00:00 AM,0.563,0.0
233,12/01/19 10:00:00 AM,0.563,32.3
234,12/01/19 11:00:00 AM,0.563,86.1
235,12/01/19 12:00:00 PM,0.453,236.8
236,12/01/19 01:00:00 PM,0.453,236.8
237,12/01/19 02:00:00 PM,0.453,161.5
238,12/01/19 03:00:00 PM,0.453,86.1
239,12/01/19 04:00:00 PM,0.453,32.3
240,12/01/19 05:00:00 PM,0.563,0.0
241,12/01/19 06:00:00 PM,0.453,0.0
242,12/01/19 07:00:00 PM,0.563,0.0
243,12/01/19 08:00:00 PM,0.453,0.0
244,12/01/19 09:00:00 PM,0.453,0.0
245,12/01/19 10:00:00 PM,0.453,0.0
246,12/01/19 11:00:00 PM,0.563,0.0
247,12/02/19 12:00:00 AM,0.453,0.0
248,12/02/19 01:00:00 AM,0.453,0.0
249,12/02/19 02:00:00 AM,0.453,0.0
250,12/02/19 03:00:00 AM,0.453,0.0
251,12/02/19 04:00:00 AM,0.453,0.0
252,12/02/19 05:00:00 AM,0.343,0.0
253,12/02/19 06:00:00 AM,0.343,0.0
254,12/02/19 07:00:00 AM,0.343,0.0
255,12/02/19 08:00:00 AM,0.343,43.1
256,12/02/19 09:00:00 AM,0.343,107.6
257,12/02/19 10:00:00 AM,0.343,549.0
258,12/02/19 11:00:00 AM,0.453,893.4
259,12/02/19 12:00:00 PM,0.343,387.5
260,12/02/19 01:00:00 PM,0.453,602.8
261,12/02/19 02:00:00 PM,0.343,366.0
262,12/02/19 03:00:00 PM,0.343,279.9
263,12/02/19 04:00:00 PM,0.343,183.0
264,12/02/19 05:00:00 PM,0.343,0.0
265,12/02/19 06:00:00 PM,0.343,0.0
266,12/02/19 07:00:00 PM,0.343,0.0
267,12/02/19 08:00:00 PM,0.343,0.0
268,12/02/19 09:00:00 PM,0.343,0.0
269,12/02/19 10:00:00 PM,0.343,0.0
270,12/02/19 11:00:00 PM,0.343,0.0
271,12/03/19 12:00:00 AM,0.343,0.0
272,12/03/19 01:00:00 AM,0.343,0.0
273,12/03/19 02:00:00 AM,0.343,0.0
274,12/03/19 03:00:00 AM,0.343,0.0
275,12/03/19 04:00:00 AM,0.343,0.0
276,12/03/19 05:00:00 AM,0.343,0.0
277,12/03/19 06:00:00 AM,0.343,0.0
278,12/03/19 07:00:00 AM,0.343,0.0
279,12/03/19 08:00:00 AM,0.343,193.8
280,12/03/19 09:00:00 AM,0.343,387.5
281,12/03/19 10:00:00 AM,0.453,1022.6
282,12/03/19 11:00:00 AM,0.453,1377.8
283,12/03/19 12:00:00 PM,0.453,861.1
284,12/03/19 01:00:00 PM,0.453,409.0
285,12/03/19 02:00:00 PM,0.453,1119.5
286,12/03/19 03:00:00 PM,0.343,301.4
287,12/03/19 04:00:00 PM,0.343,107.6
288,12/03/19 05:00:00 PM,0.343,0.0
289,12/03/19 06:00:00 PM,0.343,0.0
290,12/03/19 07:00:00 PM,0.343,0.0
291,12/03/19 08:00:00 PM,0.343,0.0
292,12/03/19 09:00:00 PM,0.343,0.0
293,12/03/19 10:00:00 PM,0.343,0.0
294,12/03/19 11:00:00 PM,0.343,0.0
295,12/04/19 12:00:00 AM,0.343,0.0
296,12/04/19 01:00:00 AM,0.343,0.0
297,12/04/19 02:00:00 AM,0.343,0.0
298,12/04/19 03:00:00 AM,0.343,0.0
299,12/04/19 04:00:00 AM,0.343,0.0
300,12/04/19 05:00:00 AM,0.343,0.0
301,12/04/19 06:00:00 AM,0.343,0.0
302,12/04/19 07:00:00 AM,0.343,0.0
303,12/04/19 08:00:00 AM,0.343,333.7
304,12/04/19 09:00:00 AM,0.453,1108.7
305,12/04/19 10:00:00 AM,0.453,1151.7
306,12/04/19 11:00:00 AM,0.453,1119.5
307,12/04/19 12:00:00 PM,0.453,1280.9
308,12/04/19 01:00:00 PM,0.453,1636.1
309,12/04/19 02:00:00 PM,0.453,775.0
310,12/04/19 03:00:00 PM,0.453,656.6
311,12/04/19 04:00:00 PM,0.343,215.3
312,12/04/19 05:00:00 PM,0.343,0.0
313,12/04/19 06:00:00 PM,0.343,0.0
314,12/04/19 07:00:00 PM,0.343,0.0
315,12/04/19 08:00:00 PM,0.343,0.0
316,12/04/19 09:00:00 PM,0.343,0.0
317,12/04/19 10:00:00 PM,0.343,0.0
318,12/04/19 11:00:00 PM,0.343,0.0
319,12/05/19 12:00:00 AM,0.343,0.0
320,12/05/19 01:00:00 AM,0.343,0.0
321,12/05/19 02:00:00 AM,0.343,0.0
322,12/05/19 03:00:00 AM,0.343,0.0
323,12/05/19 04:00:00 AM,0.343,0.0
324,12/05/19 05:00:00 AM,0.343,0.0
325,12/05/19 06:00:00 AM,0.343,0.0
326,12/05/19 07:00:00 AM,0.343,0.0
327,12/05/19 08:00:00 AM,0.343,64.6
328,12/05/19 09:00:00 AM,0.343,215.3
329,12/05/19 10:00:00 AM,0.453,688.9
330,12/05/19 11:00:00 AM,0.453,721.2
331,12/05/19 12:00:00 PM,0.453,904.2
332,12/05/19 01:00:00 PM,0.453,958.0
333,12/05/19 02:00:00 PM,0.453,592.0
334,12/05/19 03:00:00 PM,0.453,258.3
335,12/05/19 04:00:00 PM,0.343,86.1
336,12/05/19 05:00:00 PM,0.453,0.0
337,12/05/19 06:00:00 PM,0.453,0.0
338,12/05/19 07:00:00 PM,0.343,0.0
339,12/05/19 08:00:00 PM,0.343,0.0
340,12/05/19 09:00:00 PM,0.343,0.0
341,12/05/19 10:00:00 PM,0.343,0.0
342,12/05/19 11:00:00 PM,0.343,0.0
343,12/06/19 12:00:00 AM,0.343,0.0
344,12/06/19 01:00:00 AM,0.343,0.0
345,12/06/19 02:00:00 AM,0.343,0.0
346,12/06/19 03:00:00 AM,0.453,0.0
347,12/06/19 04:00:00 AM,0.453,0.0
348,12/06/19 05:00:00 AM,0.453,0.0
349,12/06/19 06:00:00 AM,0.453,0.0
350,12/06/19 07:00:00 AM,0.453,0.0
351,12/06/19 08:00:00 AM,0.453,21.5
352,12/06/19 09:00:00 AM,0.563,290.6
353,12/06/19 10:00:00 AM,0.563,161.5
354,12/06/19 11:00:00 AM,0.563,226.0
355,12/06/19 12:00:00 PM,0.563,527.4
356,12/06/19 01:00:00 PM,0.563,226.0
357,12/06/19 02:00:00 PM,0.563,172.2
358,12/06/19 03:00:00 PM,0.674,96.9
359,12/06/19 04:00:00 PM,0.674,21.5
360,12/06/19 05:00:00 PM,0.563,0.0
361,12/06/19 06:00:00 PM,0.563,0.0
362,12/06/19 07:00:00 PM,0.674,0.0
363,12/06/19 08:00:00 PM,0.563,0.0
364,12/06/19 09:00:00 PM,0.674,0.0
365,12/06/19 10:00:00 PM,0.674,0.0
366,12/06/19 11:00:00 PM,0.784,0.0
367,12/07/19 12:00:00 AM,0.784,0.0
368,12/07/19 01:00:00 AM,0.784,0.0
369,12/07/19 02:00:00 AM,0.784,0.0
370,12/07/19 03:00:00 AM,0.784,0.0
371,12/07/19 04:00:00 AM,0.784,0.0
372,12/07/19 05:00:00 AM,0.784,0.0
373,12/07/19 06:00:00 AM,0.893,0.0
374,12/07/19 07:00:00 AM,0.784,0.0
375,12/07/19 08:00:00 AM,0.893,21.5
376,12/07/19 09:00:00 AM,0.893,86.1
377,12/07/19 10:00:00 AM,0.893,75.3
378,12/07/19 11:00:00 AM,0.893,193.8
379,12/07/19 12:00:00 PM,1.003,247.6
380,12/07/19 01:00:00 PM,1.003,193.8
381,12/07/19 02:00:00 PM,1.003,398.3
382,12/07/19 03:00:00 PM,1.003,570.5
383,12/07/19 04:00:00 PM,1.003,75.3
384,12/07/19 05:00:00 PM,1.003,0.0
385,12/07/19 06:00:00 PM,1.112,0.0
386,12/07/19 07:00:00 PM,1.112,0.0
387,12/07/19 08:00:00 PM,1.112,0.0
388,12/07/19 09:00:00 PM,1.112,0.0
389,12/07/19 10:00:00 PM,1.112,0.0
390,12/07/19 11:00:00 PM,1.112,0.0
391,12/08/19 12:00:00 AM,1.112,0.0
392,12/08/19 01:00:00 AM,1.112,0.0
393,12/08/19 02:00:00 AM,1.112,0.0
394,12/08/19 03:00:00 AM,1.112,0.0
395,12/08/19 04:00:00 AM,1.112,0.0
396,12/08/19 05:00:00 AM,1.112,0.0
397,12/08/19 06:00:00 AM,1.112,0.0
398,12/08/19 07:00:00 AM,1.112,0.0
399,12/08/19 08:00:00 AM,1.112,161.5
400,12/08/19 09:00:00 AM,1.221,344.4
401,12/08/19 10:00:00 AM,1.221,1054.9
402,12/08/19 11:00:00 AM,1.330,1463.9
403,12/08/19 12:00:00 PM,1.330,1119.5
404,12/08/19 01:00:00 PM,1.330,807.3
405,12/08/19 02:00:00 PM,1.330,1173.3
406,12/08/19 03:00:00 PM,1.330,613.5
407,12/08/19 04:00:00 PM,1.330,236.8
408,12/08/19 05:00:00 PM,1.330,0.0
409,12/08/19 06:00:00 PM,1.330,0.0
410,12/08/19 07:00:00 PM,1.330,0.0
411,12/08/19 08:00:00 PM,1.330,0.0
412,12/08/19 09:00:00 PM,1.439,0.0
413,12/08/19 10:00:00 PM,1.439,0.0
414,12/08/19 11:00:00 PM,1.439,0.0
415,12/09/19 12:00:00 AM,1.439,0.0
416,12/09/19 01:00:00 AM,1.439,0.0
417,12/09/19 02:00:00 AM,1.439,0.0
418,12/09/19 03:00:00 AM,1.439,0.0
419,12/09/19 04:00:00 AM,1.439,0.0
420,12/09/19 05:00:00 AM,1.439,0.0
421,12/09/19 06:00:00 AM,1.439,0.0
422,12/09/19 07:00:00 AM,1.439,0.0
423,12/09/19 08:00:00 AM,1.439,107.6
424,12/09/19 09:00:00 AM,1.439,193.8
425,12/09/19 10:00:00 AM,1.548,355.2
426,12/09/19 11:00:00 AM,1.548,764.2
427,12/09/19 12:00:00 PM,1.548,355.2
428,12/09/19 01:00:00 PM,1.656,462.9
429,12/09/19 02:00:00 PM,1.656,871.9
430,12/09/19 03:00:00 PM,1.656,279.9
431,12/09/19 04:00:00 PM,1.764,172.2
432,12/09/19 05:00:00 PM,1.656,0.0
433,12/09/19 06:00:00 PM,1.764,0.0
434,12/09/19 07:00:00 PM,1.764,0.0
435,12/09/19 08:00:00 PM,1.764,0.0
436,12/09/19 09:00:00 PM,1.764,0.0
437,12/09/19 10:00:00 PM,1.764,0.0
438,12/09/19 11:00:00 PM,1.764,0.0
439,12/10/19 12:00:00 AM,1.764,0.0
440,12/10/19 01:00:00 AM,1.764,0.0
441,12/10/19 02:00:00 AM,1.764,0.0
442,12/10/19 03:00:00 AM,1.764,0.0
443,12/10/19 04:00:00 AM,1.764,0.0
444,12/10/19 05:00:00 AM,1.764,0.0
445,12/10/19 06:00:00 AM,1.764,0.0
446,12/10/19 07:00:00 AM,1.764,0.0
447,12/10/19 08:00:00 AM,1.764,96.9
448,12/10/19 09:00:00 AM,1.764,344.4
449,12/10/19 10:00:00 AM,1.764,731.9
450,12/10/19 11:00:00 AM,1.872,1044.1
451,12/10/19 12:00:00 PM,1.980,1550.0
452,12/10/19 01:00:00 PM,1.980,1119.5
453,12/10/19 02:00:00 PM,1.980,1463.9
454,12/10/19 03:00:00 PM,1.872,731.9
455,12/10/19 04:00:00 PM,1.872,279.9
456,12/10/19 05:00:00 PM,1.980,0.0
457,12/10/19 06:00:00 PM,1.872,0.0
458,12/10/19 07:00:00 PM,1.980,0.0
459,12/10/19 08:00:00 PM,1.980,0.0
460,12/10/19 09:00:00 PM,1.980,0.0
461,12/10/19 10:00:00 PM,1.980,0.0
462,12/10/19 11:00:00 PM,1.980,0.0
463,12/11/19 12:00:00 AM,1.980,0.0
464,12/11/19 01:00:00 AM,1.872,0.0
465,12/11/19 02:00:00 AM,1.980,0.0
466,12/11/19 03:00:00 AM,1.980,0.0
467,12/11/19 04:00:00 AM,1.980,0.0
468,12/11/19 05:00:00 AM,1.980,0.0
469,12/11/19 06:00:00 AM,1.980,0.0
470,12/11/19 07:00:00 AM,1.980,0.0
471,12/11/19 08:00:00 AM,1.980,0.0
472,12/11/19 09:00:00 AM,1.980,43.1
473,12/11/19 10:00:00 AM,1.980,86.1
474,12/11/19 11:00:00 AM,1.980,129.2
475,12/11/19 12:00:00 PM,1.980,75.3
476,12/11/19 01:00:00 PM,1.980,193.8
477,12/11/19 02:00:00 PM,1.980,172.2
478,12/11/19 03:00:00 PM,1.980,204.5
479,12/11/19 04:00:00 PM,1.980,21.5
480,12/11/19 05:00:00 PM,1.980,0.0
481,12/11/19 06:00:00 PM,1.980,0.0
482,12/11/19 07:00:00 PM,1.980,0.0
483,12/11/19 08:00:00 PM,1.872,0.0
484,12/11/19 09:00:00 PM,1.980,0.0
485,12/11/19 10:00:00 PM,1.980,0.0
486,12/11/19 11:00:00 PM,1.980,0.0
487,12/12/19 12:00:00 AM,1.980,0.0
488,12/12/19 01:00:00 AM,1.980,0.0
489,12/12/19 02:00:00 AM,1.872,0.0
490,12/12/19 03:00:00 AM,1.980,0.0
491,12/12/19 04:00:00 AM,1.872,0.0
492,12/12/19 05:00:00 AM,1.872,0.0
493,12/12/19 06:00:00 AM,1.872,0.0
494,12/12/19 07:00:00 AM,1.872,0.0
495,12/12/19 08:00:00 AM,1.980,10.8
496,12/12/19 09:00:00 AM,1.872,150.7
497,12/12/19 10:00:00 AM,1.980,290.6
498,12/12/19 11:00:00 AM,1.980,150.7
499,12/12/19 12:00:00 PM,1.980,355.2
500,12/12/19 01:00:00 PM,1.980,409.0
501,12/12/19 02:00:00 PM,1.980,247.6
502,12/12/19 03:00:00 PM,1.980,312.2
503,12/12/19 04:00:00 PM,1.980,118.4
504,12/12/19 05:00:00 PM,1.980,0.0
505,12/12/19 06:00:00 PM,1.980,0.0
506,12/12/19 07:00:00 PM,1.980,0.0
507,12/12/19 08:00:00 PM,1.980,0.0
508,12/12/19 09:00:00 PM,1.980,0.0
509,12/12/19 10:00:00 PM,1.980,0.0
510,12/12/19 11:00:00 PM,1.980,0.0
511,12/13/19 12:00:00 AM,1.980,0.0
512,12/13/19 01:00:00 AM,1.980,0.0
513,12/13/19 02:00:00 AM,1.980,0.0
514,12/13/19 03:00:00 AM,1.980,0.0
515,12/13/19 04:00:00 AM,1.980,0.0
516,12/13/19 05:00:00 AM,1.980,0.0
517,12/13/19 06:00:00 AM,1.980,0.0
518,12/13/19 07:00:00 AM,2.088,0.0
519,12/13/19 08:00:00 AM,1.980,64.6
520,12/13/19 09:00:00 AM,1.980,107.6
521,12/13/19 10:00:00 AM,1.980,118.4
522,12/13/19 11:00:00 AM,1.980,129.2
523,12/13/19 12:00:00 PM,1.980,183.0
524,12/13/19 01:00:00 PM,1.980,215.3
525,12/13/19 02:00:00 PM,1.980,129.2
526,12/13/19 03:00:00 PM,1.980,107.6
527,12/13/19 04:00:00 PM,1.980,32.3
528,12/13/19 05:00:00 PM,1.980,0.0
529,12/13/19 06:00:00 PM,1.980,0.0
530,12/13/19 07:00:00 PM,1.980,0.0
531,12/13/19 08:00:00 PM,2.088,0.0
532,12/13/19 09:00:00 PM,2.088,0.0
533,12/13/19 10:00:00 PM,1.980,0.0
534,12/13/19 11:00:00 PM,1.980,0.0
535,12/14/19 12:00:00 AM,1.980,0.0
536,12/14/19 01:00:00 AM,1.980,0.0
537,12/14/19 02:00:00 AM,1.980,0.0
538,12/14/19 03:00:00 AM,1.980,0.0
539,12/14/19 04:00:00 AM,1.980,0.0
540,12/14/19 05:00:00 AM,1.980,0.0
541,12/14/19 06:00:00 AM,1.980,0.0
542,12/14/19 07:00:00 AM,1.980,0.0
543,12/14/19 08:00:00 AM,1.980,10.8
544,12/14/19 09:00:00 AM,1.980,43.1
545,12/14/19 10:00:00 AM,1.980,75.3
546,12/14/19 11:00:00 AM,1.980,301.4
547,12/14/19 12:00:00 PM,1.980,387.5
548,12/14/19 01:00:00 PM,1.980,344.4
549,12/14/19 02:00:00 PM,2.088,139.9
550,12/14/19 03:00:00 PM,2.088,161.5
